,title,publisher,release_date,Platform,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Released on PS2
24155,ESPN College Hoops,Sega,2003-11-13,PS2,Sports,0.08,0.06,0.0,0.02,0.16,True
24156,Theatrhythm Dragon Quest,Square Enix,2015-03-26,3DS,Misc,0.0,0.0,0.15,0.0,0.15,False
24157,Family Game Night 4: The Game Show,Electronic Arts,2011-11-01,Wii,Misc,0.13,0.04,0.0,0.01,0.19,False
24158,Family Game Night 4: The Game Show,Electronic Arts,2011-11-01,PS3,Misc,0.08,0.02,0.0,0.01,0.11,False
24159,Family Game Night 4: The Game Show,Electronic Arts,2011-11-01,X360,Misc,0.07,0.0,0.0,0.01,0.08,False
24160,F1 Championship Season 2000,Electronic Arts,2000-12-19,PS2,Racing,0.06,0.05,0.03,0.02,0.16,True
24161,Putty Squad,System 3,2013-11-29,PS4,Platform,0.06,0.07,0.0,0.02,0.16,False
24162,Putty Squad,System 3,2013-11-29,PSV,Platform,0.02,0.02,0.0,0.01,0.05,False
24163,Putty Squad,System 3,2013-11-29,PS3,Platform,0.0,0.01,0.0,0.0,0.01,False
24169,Pen 1 Grand Prix: Penguin no Mondai Special,Konami,2009-12-17,DS,Fighting,0.0,0.0,0.16,0.0,0.16,False
24170,Robotech: Battlecry,TDK Mediactive,2002-10-11,PS2,Shooter,0.3,0.23,0.0,0.08,0.61,True
24171,Robotech: Battlecry,TDK Mediactive,2002-10-11,XB,Shooter,0.16,0.05,0.0,0.01,0.21,False
24172,Robotech: Battlecry,TDK Mediactive,2002-10-11,GC,Shooter,0.13,0.03,0.0,0.0,0.16,False
24174,NBA Street Homecourt,Electronic Arts,2007-03-06,X360,Sports,0.45,0.01,0.0,0.04,0.5,False
24175,NBA Street Homecourt,Electronic Arts,2007-03-06,PS3,Sports,0.12,0.02,0.0,0.02,0.15,False
24176,RC Revenge Pro,Acclaim Entertainment,2001-01-16,PS2,Racing,0.08,0.06,0.0,0.02,0.17,True
24178,Journey,Sony Computer Entertainment America,2012-08-28,PS3,Adventure,0.04,0.15,0.0,0.06,0.25,False
24183,Dementium: The Ward,Gamecock,2007-10-26,DS,Shooter,0.15,0.01,0.0,0.01,0.17,False
24184,Backyard Wrestling: Don't Try This at Home,Eidos Interactive,2003-10-09,PS2,Fighting,0.3,0.23,0.0,0.08,0.6,True
24185,Backyard Wrestling: Don't Try This at Home,Eidos Interactive,2003-10-09,XB,Fighting,0.13,0.04,0.0,0.01,0.17,False
24186,Gauntlet: Dark Legacy,Midway Games,2002-04-15,PS2,Action,0.56,0.44,0.0,0.15,1.15,True
24187,Gauntlet: Dark Legacy,Midway Games,2002-04-15,GC,Action,0.14,0.04,0.0,0.0,0.18,False
24188,Gauntlet: Dark Legacy,Midway Games,2002-04-15,XB,Action,0.13,0.04,0.0,0.01,0.17,False
24189,Far East of Eden II: Manji Maru,Hudson Soft,2003-10-02,PS2,Role-Playing,0.0,0.0,0.17,0.0,0.17,True
24190,Far East of Eden II: Manji Maru,Hudson Soft,2003-10-02,DS,Role-Playing,0.0,0.0,0.01,0.0,0.01,False
24191,Lost Kingdoms,Activision,2002-05-27,GC,Role-Playing,0.1,0.02,0.04,0.0,0.17,False
24192,Naval Assault: The Killing Tide,505 Games,2010-06-15,X360,Simulation,0.08,0.07,0.0,0.02,0.17,False
24193,I'm A Celebrity: Get Me Out of Here!,Mindscape,2009-11-06,Wii,Misc,0.0,0.16,0.0,0.01,0.17,False
24194,I'm A Celebrity: Get Me Out of Here!,Mindscape,2009-11-06,DS,Misc,0.0,0.04,0.0,0.0,0.04,False
24200,Matchbox Cross Town Heroes,THQ,2002-07-14,GBA,Racing,0.12,0.04,0.0,0.0,0.17,False
24201,Age of Empires III: Complete Collection,Microsoft Game Studios,2009-09-15,PC,Strategy,0.01,0.12,0.0,0.03,0.17,False
24202,Wolfenstein 3D,BAM! Entertainment,2002-03-31,GBA,Shooter,0.12,0.04,0.0,0.0,0.17,False
24203,Nobunaga no Yabou: Tenshoki,KOEI,1996-01-26,SNES,Strategy,0.0,0.0,0.17,0.0,0.17,False
24204,Nobunaga no Yabou: Tenshoki,KOEI,1996-01-26,SAT,Strategy,0.0,0.0,0.11,0.0,0.11,False
24208,Learning to Spell,505 Games,2010-04-20,DS,Misc,0.16,0.0,0.0,0.01,0.17,False
24209,Pac-Man World 3,Namco,2005-12-07,PS2,Platform,0.1,0.08,0.0,0.03,0.21,True
24210,Pac-Man World 3,Namco,2005-12-07,DS,Platform,0.16,0.0,0.0,0.01,0.18,False
24211,Pac-Man World 3,Namco,2005-12-07,XB,Platform,0.11,0.04,0.0,0.01,0.15,False
24212,Pac-Man World 3,Namco,2005-12-07,GC,Platform,0.07,0.02,0.0,0.0,0.09,False
24213,Pac-Man World 3,Namco,2005-12-07,PSP,Platform,0.07,0.0,0.0,0.01,0.08,False
24214,Shawn Johnson Gymnastics,Zoo Games,2010-11-16,Wii,Sports,0.17,0.0,0.0,0.01,0.18,False
24215,NASCAR '14,Deep Silver,2014-02-18,X360,Racing,0.15,0.0,0.0,0.01,0.16,False
24216,NASCAR '14,Deep Silver,2014-02-18,PS3,Racing,0.09,0.0,0.0,0.01,0.1,False
24217,Super Power League,Hudson Soft,1993-08-06,SNES,Sports,0.0,0.0,0.17,0.0,0.17,False
24219,Phantasy Star Online 2,Sega,2013-02-28,PSV,Role-Playing,0.0,0.0,0.16,0.0,0.16,False
24220,Street Fighter Alpha 2,Capcom,1996-12-19,PS,Fighting,0.14,0.09,0.57,0.06,0.85,False
24221,Street Fighter Alpha 2,Capcom,1996-12-19,SAT,Fighting,0.0,0.0,0.32,0.0,0.32,False
24222,Street Fighter Alpha 2,Capcom,1996-12-19,SNES,Fighting,0.0,0.0,0.17,0.0,0.17,False
24234,NASCAR '15,Deep Silver,2015-05-22,X360,Sports,0.15,0.0,0.0,0.02,0.17,False
24237,Sega Superstars,Sega,2004-11-03,PS2,Misc,0.08,0.06,0.0,0.02,0.17,True
24238,Disney Friends,Disney Interactive Studios,2008-02-26,DS,Simulation,0.13,0.04,0.0,0.01,0.18,False
24239,Zoo Keeper,Ignition Entertainment,2005-01-18,DS,Puzzle,0.1,0.01,0.05,0.01,0.17,False
24240,Midway Arcade Treasures,Midway Games,2003-12-18,PS2,Misc,0.72,0.56,0.0,0.19,1.46,True
24241,Midway Arcade Treasures,Midway Games,2003-12-18,XB,Misc,0.33,0.08,0.0,0.01,0.43,False
24242,Midway Arcade Treasures,Midway Games,2003-12-18,GC,Misc,0.13,0.03,0.0,0.0,0.17,False
24245,Mousetrap / Operation / Simon,DSI Games,2005-11-07,GBA,Misc,0.12,0.04,0.0,0.0,0.17,False
24250,Resident Evil,Capcom,1997-08-31,PS,Action,2.05,1.16,1.11,0.73,5.05,False
24251,Resident Evil,Capcom,1997-08-31,SAT,Action,0.0,0.0,0.17,0.0,0.17,False
24252,Resident Evil,Capcom,1997-08-31,PS3,Action,0.0,0.0,0.12,0.0,0.12,False
24253,F1 2011,Codemasters,2011-12-06,PS3,Racing,0.12,0.75,0.11,0.25,1.22,False
24254,F1 2011,Codemasters,2011-12-06,X360,Racing,0.11,0.51,0.01,0.09,0.73,False
24255,F1 2011,Codemasters,2011-12-06,PC,Racing,0.0,0.15,0.0,0.04,0.19,False
24256,F1 2011,Codemasters,2011-12-06,3DS,Racing,0.07,0.08,0.0,0.02,0.16,False
24257,F1 2011,Codemasters,2011-12-06,PSV,Racing,0.03,0.08,0.01,0.03,0.15,False
24258,Aliens: Infestation,Sega,2011-10-11,DS,Action,0.1,0.06,0.0,0.02,0.18,False
24259,TOEIC Test Training DS,IE Institute,2007-03-29,DS,Misc,0.0,0.0,0.17,0.0,0.17,False
24264,Zapper: One Wicked Cricket!,Infogrames,2002-11-03,PS2,Platform,0.08,0.06,0.0,0.02,0.16,True
24265,Zapper: One Wicked Cricket!,Infogrames,2002-11-03,GBA,Platform,0.1,0.04,0.0,0.0,0.14,False
24266,Zapper: One Wicked Cricket!,Infogrames,2002-11-03,GC,Platform,0.1,0.03,0.0,0.0,0.13,False
24267,Zapper: One Wicked Cricket!,Infogrames,2002-11-03,XB,Platform,0.04,0.01,0.0,0.0,0.05,False
24269,Bomberman Land,Hudson Soft,2000-12-21,Wii,Misc,0.11,0.02,0.03,0.01,0.17,False
24270,Bomberman Land,Hudson Soft,2000-12-21,PS,Misc,0.0,0.0,0.15,0.01,0.16,False
24271,Bomberman Land,Hudson Soft,2000-12-21,PSP,Misc,0.06,0.0,0.0,0.01,0.06,False
24272,Paws & Claws: Pet Resort,THQ,2006-02-13,DS,Simulation,0.22,0.0,0.0,0.02,0.24,False
24273,Paws & Claws: Pet Resort,THQ,2006-02-13,GBA,Simulation,0.12,0.04,0.0,0.0,0.16,False
24274,Paws & Claws: Pet Resort,THQ,2006-02-13,Wii,Simulation,0.1,0.0,0.0,0.01,0.11,False
24276,Kya: Dark Lineage,Atari,2003-11-18,PS2,Adventure,0.08,0.06,0.0,0.02,0.16,True
24284,Lethal Skies II,Sammy Corporation,2003-09-09,PS2,Simulation,0.08,0.06,0.0,0.02,0.16,True
24285,Guilty Gear Judgment,Majesco,2006-09-05,PSP,Fighting,0.13,0.0,0.02,0.01,0.16,False
24286,Puzzle Quest: Galactrix,D3 Publisher,2009-02-24,DS,Puzzle,0.15,0.0,0.0,0.01,0.16,False
24287,NCAA Football 09 All-Play,EA Sports,2008-07-15,Wii,Sports,0.16,0.0,0.0,0.01,0.17,False
24288,Lara Croft and the Temple of Osiris,Square Enix,2014-12-09,PS4,Action,0.0,0.07,0.0,0.01,0.08,False
24289,Lara Croft and the Temple of Osiris,Square Enix,2014-12-09,PC,Action,0.0,0.02,0.0,0.0,0.02,False
24292,Tom and Jerry: Infurnal Escape,NewKidCo,2003-03-14,GBA,Action,0.12,0.04,0.0,0.0,0.16,False
24295,Disney's American Dragon Jake Long: Attack of the Dark Dragon,Buena Vista,2006-10-12,DS,Action,0.15,0.0,0.0,0.01,0.16,False
24296,King's Field,ASCII Entertainment,1995-12-31,PS,Role-Playing,0.09,0.06,0.0,0.01,0.16,False
24299,Let's Ride: Sunshine Stables,THQ,2005-10-04,GBA,Sports,0.12,0.04,0.0,0.0,0.16,False
24300,Monster Jam,Activision,2007-11-19,PS2,Racing,0.12,0.09,0.0,0.03,0.24,True
24301,Monster Jam,Activision,2007-11-19,X360,Racing,0.18,0.0,0.0,0.02,0.2,False
24302,Monster Jam,Activision,2007-11-19,Wii,Racing,0.15,0.0,0.0,0.01,0.16,False
24303,Monster Jam,Activision,2007-11-19,DS,Racing,0.13,0.0,0.0,0.01,0.14,False
24304,Monster Jam,Activision,2007-11-19,PC,Racing,0.01,0.0,0.0,0.0,0.01,False
24305,World Stadium 4,Namco,2000-03-23,PS,Sports,0.0,0.0,0.15,0.01,0.16,False
24313,Hot Wheels World Race,THQ,2003-10-31,PS2,Racing,0.21,0.16,0.0,0.05,0.42,True
24314,Hot Wheels World Race,THQ,2003-10-31,GC,Racing,0.13,0.03,0.0,0.0,0.16,False
24319,San Goku Shi Taisen DS,Sega,2007-01-25,DS,Strategy,0.0,0.0,0.16,0.0,0.16,False
24320,Kawa no Nushi Tsuri,Victor Interactive,1998-08-20,PS,Sports,0.0,0.0,0.15,0.01,0.16,False
24322,Marble Saga: Kororinpa,Konami,2009-03-17,Wii,Puzzle,0.1,0.06,0.0,0.02,0.17,False
24323,Magic: The Gathering - Battlegrounds,Atari,2003-11-18,XB,Strategy,0.12,0.03,0.0,0.01,0.16,False
24324,N2O: Nitrous Oxide,Fox Interactive,1998-06-30,PS,Racing,0.09,0.06,0.0,0.01,0.16,False
24325,Spider-Man: Web of Shadows - Amazing Allies Edition,Activision,2008-10-21,PSP,Action,0.12,0.02,0.0,0.02,0.16,False
24327,Goosebumps HorrorLand,Scholastic Inc.,2008-10-28,DS,Adventure,0.31,0.0,0.0,0.02,0.33,False
24328,Goosebumps HorrorLand,Scholastic Inc.,2008-10-28,Wii,Adventure,0.16,0.0,0.0,0.01,0.17,False
24329,Goosebumps HorrorLand,Scholastic Inc.,2008-10-28,PS2,Adventure,0.04,0.03,0.0,0.01,0.07,True
24335,Otogirisou,ChunSoft,1992-03-07,SNES,Adventure,0.0,0.0,0.16,0.0,0.16,False
24336,Battlezone,Sony Interactive Entertainment,2016-10-13,2600,Shooter,0.58,0.03,0.0,0.01,0.62,False
24337,Battlezone,Sony Interactive Entertainment,2016-10-13,PSP,Shooter,0.02,0.0,0.0,0.0,0.03,False
24338,SD Gundam G Generation 3D,Namco Bandai,2011-12-22,3DS,Role-Playing,0.0,0.0,0.16,0.0,0.16,False
24343,Zoo Hospital,Majesco,2008-09-22,Wii,Simulation,0.14,0.01,0.0,0.01,0.17,False
24344,Zoo Hospital,Majesco,2008-09-22,DS,Simulation,0.03,0.0,0.0,0.0,0.04,False
24347,The Whispered World,Viva Media,2010-04-26,PC,Adventure,0.0,0.08,0.0,0.02,0.1,False
24348,True Swing Golf,Nintendo,2006-01-23,DS,Sports,0.11,0.0,0.04,0.01,0.16,False
24354,Family Feud Decades,Ubisoft,2010-11-09,Wii,Misc,0.16,0.0,0.0,0.01,0.17,False
24371,Midway Arcade Treasures 3,Midway Games,2005-09-27,PS2,Misc,0.08,0.06,0.0,0.02,0.16,True
24372,Midway Arcade Treasures 3,Midway Games,2005-09-27,XB,Misc,0.06,0.02,0.0,0.0,0.08,False
24373,Midway Arcade Treasures 3,Midway Games,2005-09-27,GC,Misc,0.05,0.01,0.0,0.0,0.07,False
24374,Dr. Muto,Midway Games,2002-11-19,PS2,Platform,0.08,0.06,0.0,0.02,0.16,True
24375,Dr. Muto,Midway Games,2002-11-19,XB,Platform,0.04,0.01,0.0,0.0,0.06,False
24376,Dr. Muto,Midway Games,2002-11-19,GC,Platform,0.02,0.01,0.0,0.0,0.03,False
24378,Warriors Orochi 3,Tecmo Koei,2012-03-27,PS3,Action,0.0,0.04,0.57,0.01,0.62,False
24379,Warriors Orochi 3,Tecmo Koei,2012-03-27,X360,Action,0.09,0.03,0.03,0.01,0.16,False
24380,Warriors Orochi 3,Tecmo Koei,2012-03-27,PS4,Action,0.04,0.05,0.04,0.02,0.15,False
24381,Warriors Orochi 3,Tecmo Koei,2012-03-27,PSP,Action,0.0,0.0,0.11,0.0,0.11,False
24382,Warriors Orochi 3,Tecmo Koei,2012-03-27,PSV,Action,0.0,0.0,0.07,0.0,0.07,False
24383,Warriors Orochi 3,Tecmo Koei,2012-03-27,XOne,Action,0.01,0.03,0.0,0.0,0.04,False
24385,DS Rakubiki Jiten,Nintendo,2005-06-16,DS,Misc,0.0,0.0,0.16,0.0,0.16,False
24386,Fatal Frame II: Crimson Butterfly,Tecmo,2003-12-10,PS2,Action,0.08,0.06,0.0,0.02,0.16,True
24387,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,Activision,2005-11-01,PS2,Adventure,0.08,0.06,0.0,0.02,0.16,True
24388,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,Activision,2005-11-01,GC,Adventure,0.07,0.02,0.0,0.0,0.09,False
24389,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,Activision,2005-11-01,GBA,Adventure,0.06,0.02,0.0,0.0,0.08,False
24390,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,Activision,2005-11-01,DS,Adventure,0.05,0.0,0.0,0.0,0.05,False
24391,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,Activision,2005-11-01,XB,Adventure,0.01,0.0,0.0,0.0,0.01,False
24393,Dewy's Adventure,Konami,2007-09-25,Wii,Platform,0.14,0.0,0.01,0.01,0.16,False
24400,Shadow Man: 2econd Coming,Acclaim Entertainment,2002-03-02,PS2,Adventure,0.08,0.06,0.0,0.02,0.16,True
24401,Yu-Gi-Oh! 5D's Tag Force 6,Konami,2011-09-22,PSP,Strategy,0.0,0.0,0.16,0.0,0.16,False
24402,Dynasty Warriors 4,KOEI,2003-09-05,PS2,Action,0.63,0.21,1.13,0.13,2.11,True
24403,Dynasty Warriors 4,KOEI,2003-09-05,XB,Action,0.12,0.03,0.0,0.01,0.16,False
24406,TimeShift,Sierra Entertainment,2007-11-19,X360,Shooter,0.36,0.02,0.0,0.03,0.41,False
24407,TimeShift,Sierra Entertainment,2007-11-19,PS3,Shooter,0.14,0.01,0.0,0.01,0.16,False
24408,TimeShift,Sierra Entertainment,2007-11-19,PC,Shooter,0.01,0.0,0.0,0.0,0.01,False
24410,Wakeboarding Unleashed Featuring Shaun Murray,Activision,2003-06-10,PS2,Sports,0.08,0.06,0.0,0.02,0.16,True
24411,Wakeboarding Unleashed Featuring Shaun Murray,Activision,2003-06-10,XB,Sports,0.04,0.01,0.0,0.0,0.05,False
24412,Wakeboarding Unleashed Featuring Shaun Murray,Activision,2003-06-10,GBA,Sports,0.01,0.01,0.0,0.0,0.02,False
24413,Rudolph the Red-Nosed Reindeer,Crave Entertainment,2010-10-26,Wii,Action,0.15,0.0,0.0,0.01,0.16,False
24414,Rudolph the Red-Nosed Reindeer,Crave Entertainment,2010-10-26,DS,Action,0.15,0.0,0.0,0.01,0.16,False
24421,Jikkyou Powerful Pro Yakyuu 3 '97 Haru,Konami,1997-03-20,SNES,Sports,0.0,0.0,0.16,0.0,0.16,False
24422,Alone in the Dark: The New Nightmare,Infogrames,2001-06-18,PS,Adventure,0.09,0.06,0.0,0.01,0.16,False
24423,Just Dance: Disney Party,Ubisoft,2012-10-23,X360,Misc,0.13,0.02,0.0,0.01,0.16,False
24424,Just Dance: Disney Party,Ubisoft,2012-10-23,Wii,Misc,0.01,0.1,0.0,0.02,0.13,False
24430,The King of Fighters XII,Ignition Entertainment,2009-07-28,PS3,Fighting,0.11,0.01,0.03,0.01,0.16,False
24431,The King of Fighters XII,Ignition Entertainment,2009-07-28,X360,Fighting,0.09,0.0,0.01,0.01,0.11,False
24432,Flushed Away,D3 Publisher,2006-10-24,GC,Platform,0.12,0.03,0.0,0.0,0.16,False
24433,Flushed Away,D3 Publisher,2006-10-24,DS,Platform,0.09,0.0,0.0,0.01,0.1,False
24434,Adventure Time: Explore the Dungeon Because I Don't Know!,D3Publisher,2013-11-19,3DS,Action,0.1,0.03,0.0,0.01,0.14,False
24435,Adventure Time: Explore the Dungeon Because I Don't Know!,D3Publisher,2013-11-19,X360,Action,0.03,0.04,0.0,0.01,0.08,False
24436,Adventure Time: Explore the Dungeon Because I Don't Know!,D3Publisher,2013-11-19,PS3,Action,0.02,0.02,0.0,0.01,0.05,False
24437,Adventure Time: Explore the Dungeon Because I Don't Know!,D3Publisher,2013-11-19,WiiU,Action,0.02,0.01,0.0,0.0,0.03,False
24438,Summon Night EX-Thesis: Yoake no Tsubasa,Banpresto,2005-08-04,PS2,Role-Playing,0.0,0.0,0.16,0.0,0.16,True
24440,Sid Meier's Pirates!,2K Games,2010-10-05,PSP,Strategy,0.16,0.01,0.0,0.02,0.2,False
24441,Sid Meier's Pirates!,2K Games,2010-10-05,Wii,Strategy,0.13,0.02,0.0,0.01,0.16,False
24442,Sid Meier's Pirates!,2K Games,2010-10-05,XB,Strategy,0.11,0.03,0.0,0.01,0.14,False
24443,Our House,Majesco,2009-09-22,DS,Strategy,0.15,0.0,0.0,0.01,0.16,False
24445,Silent Scope 3,Konami,2002-10-15,PS2,Shooter,0.08,0.06,0.0,0.02,0.16,True
24446,NASCAR Heat 2002,Infogrames,2002-05-06,PS2,Racing,0.29,0.23,0.0,0.08,0.6,True
24447,NASCAR Heat 2002,Infogrames,2002-05-06,XB,Racing,0.15,0.04,0.0,0.01,0.2,False
24448,NASCAR Heat 2002,Infogrames,2002-05-06,GBA,Racing,0.12,0.04,0.0,0.0,0.16,False
24449,Namco Classic Fighter Collection,Namco Bandai,2008-09-19,PS2,Fighting,0.08,0.06,0.0,0.02,0.16,True
24450,Grease Dance,505 Games,2011-10-18,X360,Misc,0.11,0.03,0.0,0.01,0.16,False
24451,Grease Dance,505 Games,2011-10-18,PS3,Misc,0.05,0.02,0.0,0.01,0.08,False
24452,Tak: Mojo Mistake,THQ,2008-10-13,DS,Action,0.16,0.0,0.0,0.01,0.17,False
24453,International Superstar Soccer Deluxe,Konami,1995-11-01,SNES,Sports,0.0,0.0,0.16,0.0,0.16,False
24454,Eragon,Sierra Entertainment,2006-11-14,DS,Action,0.13,0.02,0.0,0.01,0.16,False
24455,Eragon,Sierra Entertainment,2006-11-14,X360,Action,0.12,0.01,0.0,0.01,0.14,False
24456,Eragon,Sierra Entertainment,2006-11-14,PSP,Action,0.1,0.0,0.0,0.01,0.11,False
24457,BlazBlue: Chrono Phantasma Extend,Aksys Games,2015-06-30,PS4,Action,0.07,0.03,0.02,0.02,0.14,False
24458,BlazBlue: Chrono Phantasma Extend,Aksys Games,2015-06-30,PSV,Action,0.0,0.05,0.0,0.01,0.07,False
24459,BlazBlue: Chrono Phantasma Extend,Aksys Games,2015-06-30,XOne,Action,0.05,0.01,0.0,0.01,0.06,False
24460,BlazBlue: Chrono Phantasma Extend,Aksys Games,2015-06-30,PS3,Action,0.0,0.0,0.04,0.0,0.04,False
24466,Intellivision Lives!,Crave Entertainment,2003-11-20,PS2,Misc,0.08,0.06,0.0,0.02,0.16,True
24467,Intellivision Lives!,Crave Entertainment,2003-11-20,GC,Misc,0.05,0.01,0.0,0.0,0.06,False
24468,Intellivision Lives!,Crave Entertainment,2003-11-20,XB,Misc,0.03,0.01,0.0,0.0,0.05,False
24470,World Series of Poker: Tournament of Champions 2007 Edition,Activision,2006-09-21,X360,Misc,0.15,0.0,0.0,0.01,0.16,False
24471,World Series of Poker: Tournament of Champions 2007 Edition,Activision,2006-09-21,PSP,Misc,0.1,0.0,0.0,0.01,0.11,False
24472,World Series of Poker: Tournament of Champions 2007 Edition,Activision,2006-09-21,Wii,Misc,0.04,0.0,0.0,0.0,0.05,False
24473,World Series of Poker: Tournament of Champions 2007 Edition,Activision,2006-09-21,PS2,Misc,0.02,0.01,0.0,0.0,0.03,True
24478,Klonoa,Namco Bandai,2009-05-05,Wii,Platform,0.11,0.02,0.03,0.01,0.17,False
24479,Watchmen: The End is Nigh - The Complete Experience,Warner Bros. Interactive,2009-07-21,PS3,Action,0.08,0.07,0.0,0.02,0.17,False
24481,Ready 2 Rumble Revolution,Atari,2009-03-17,Wii,Sports,0.15,0.0,0.0,0.01,0.16,False
24482,SimEarth: The Living Planet,FCI,1993-02-01,SNES,Simulation,0.0,0.0,0.16,0.0,0.16,False
24484,Culdcept SAGA,Namco Bandai,2008-02-05,X360,Role-Playing,0.12,0.0,0.03,0.01,0.16,False
24485,Sengoku Basara: Chronicle Heroes,Capcom,2011-07-21,PSP,Action,0.0,0.0,0.16,0.0,0.16,False
24486,The Wild Thornberrys: Chimp Chase,THQ,2001-10-05,GBA,Action,0.11,0.04,0.0,0.0,0.16,False
24493,Innocent Life: A Futuristic Harvest Moon,Natsume,2007-05-15,PSP,Simulation,0.08,0.03,0.03,0.02,0.16,False
24494,Power Stakes,Aques,1997-04-11,PS,Sports,0.0,0.0,0.15,0.01,0.16,False
24495,Steins;Gate,Nitro+,2016-09-09,PSV,Adventure,0.07,0.09,0.0,0.05,0.21,False
24496,Steins;Gate,Nitro+,2016-09-09,PSP,Adventure,0.0,0.0,0.19,0.0,0.19,False
24497,Steins;Gate,Nitro+,2016-09-09,PS3,Adventure,0.01,0.04,0.02,0.01,0.08,False
24498,Steins;Gate,Nitro+,2016-09-09,X360,Adventure,0.0,0.0,0.06,0.0,0.06,False
24499,3D Dot Game Heroes,Atlus,2010-05-11,PS3,Role-Playing,0.36,0.12,0.03,0.07,0.57,False
24500,Asteroids Hyper 64,Crave Entertainment,1999-12-14,N64,Shooter,0.13,0.03,0.0,0.0,0.16,False
24501,BMX XXX,Acclaim Entertainment,2002-11-15,PS2,Sports,0.07,0.06,0.0,0.02,0.15,True
24502,BMX XXX,Acclaim Entertainment,2002-11-15,XB,Sports,0.08,0.02,0.0,0.0,0.11,False
24503,BMX XXX,Acclaim Entertainment,2002-11-15,GC,Sports,0.05,0.01,0.0,0.0,0.06,False
24504,Buck Bumble,Ubisoft,1998-09-30,N64,Action,0.13,0.03,0.0,0.0,0.16,False
24505,California Speed,Midway Games,1999-02-28,N64,Misc,0.13,0.03,0.0,0.0,0.16,False
24506,Destruction Derby 64,THQ,1999-09-30,N64,Racing,0.13,0.03,0.0,0.0,0.16,False
24507,Dynasty Warriors 7: Xtreme Legends,KOEI,2011-11-15,PS3,Action,0.04,0.05,0.16,0.02,0.27,False
24508,Fighters Destiny,Ocean,1998-01-31,N64,Fighting,0.13,0.03,0.0,0.0,0.16,False
24509,Final Fantasy Fables: Chocobo's Dungeon,Square Enix,2008-07-08,Wii,Role-Playing,0.09,0.0,0.11,0.01,0.21,False
24510,Final Fantasy II Anniversary Edition,Square Enix,2007-07-24,PSP,Role-Playing,0.36,0.03,0.07,0.04,0.51,False
24513,Jikkyou Powerful Pro Yakyuu Basic-han 2001,Konami,2001-03-29,N64,Sports,0.0,0.0,0.12,0.04,0.16,False
24514,Space Invaders,Activision,1999-11-30,2600,Shooter,2.36,0.14,0.0,0.03,2.53,False
24515,Space Invaders,Activision,1999-11-30,SNES,Shooter,0.0,0.0,0.46,0.0,0.46,False
24516,Space Invaders,Activision,1999-11-30,N64,Shooter,0.13,0.03,0.0,0.0,0.16,False
24517,Space Invaders,Activision,1999-11-30,GBA,Shooter,0.08,0.03,0.0,0.0,0.11,False
24518,Starcraft 64,Nintendo,2000-06-13,N64,Strategy,0.13,0.03,0.0,0.0,0.16,False
24519,Summon Night 5,Gaijinworks,2015-12-15,PSP,Role-Playing,0.0,0.0,0.15,0.0,0.15,False
24520,Tales of Innocence,Namco Bandai,2007-12-06,DS,Role-Playing,0.0,0.0,0.26,0.0,0.26,False
24521,The Powerpuff Girls: Chemical X-Traction,BAM! Entertainment,2001-10-14,PS,Action,0.14,0.1,0.0,0.02,0.25,False
24522,The Powerpuff Girls: Chemical X-Traction,BAM! Entertainment,2001-10-14,N64,Action,0.13,0.03,0.0,0.0,0.16,False
24523,Tom and Jerry in Fists of Furry,NewKidCo,2000-11-12,N64,Fighting,0.13,0.03,0.0,0.0,0.16,False
24524,Wonder Project J2: Koruro no Mori no Josette,Enix,1996-11-22,N64,Simulation,0.0,0.0,0.12,0.04,0.16,False
24525,WRC 2: FIA World Rally Championship,Ubisoft,2011-10-14,PS3,Racing,0.0,0.13,0.0,0.04,0.17,False
24526,WRC 2: FIA World Rally Championship,Ubisoft,2011-10-14,X360,Racing,0.0,0.06,0.0,0.01,0.08,False
24527,WRC 2: FIA World Rally Championship,Ubisoft,2011-10-14,PC,Racing,0.0,0.01,0.0,0.0,0.02,False
24529,Finding Nemo: Escape to the Big Blue,THQ,2006-02-09,DS,Action,0.12,0.04,0.0,0.01,0.17,False
24531,Minna no DS Seminar: Kanpeki Kanji Ryoku,TDK Core,2006-07-20,DS,Misc,0.0,0.0,0.16,0.0,0.16,False
24532,Macross Ace Frontier,Namco Bandai,2008-10-09,PSP,Simulation,0.0,0.0,0.16,0.0,0.16,False
24533,Final Fantasy III,Square Enix,2014-05-27,SNES,Role-Playing,0.86,0.0,2.55,0.02,3.42,False
24534,Final Fantasy III,Square Enix,2014-05-27,DS,Role-Playing,0.91,0.05,1.07,0.09,2.12,False
24535,Final Fantasy III,Square Enix,2014-05-27,NES,Role-Playing,0.0,0.0,1.39,0.01,1.4,False
24536,Final Fantasy III,Square Enix,2014-05-27,PSP,Role-Playing,0.0,0.0,0.11,0.0,0.11,False
24537,Left Brain Right Brain: Use Both Hands Train Both Sides,Majesco,2007-12-04,DS,Misc,0.15,0.0,0.0,0.01,0.16,False
